Measurement : PES-PEG400
Device : OCA35XL
Customer : OCA35XL
Sample : PES-PEG400
Operator : schubotz
Remarks : OCA35XL

Run-No	Age[ms]	CA(M)[°]	CA(L)[°]	CA(R)[°]	CM	BD[mm]	Vol[µL]	Mag[pixel/mm]	BI left[mm]	BI right[mm]	Height[mm]
1764	793970,38	40,93	40,42	41,44	T	5,96	NA	48,86	4,26	10,21	0,00
1765	794289,50	40,81	40,30	41,33	T	5,96	NA	48,85	4,26	10,22	0,00
1766	794608,63	40,81	40,36	41,27	T	5,95	NA	48,87	4,26	10,21	0,00
1767	794927,75	40,64	40,18	41,09	T	5,96	NA	48,86	4,26	10,21	0,00
1768	795246,88	40,59	40,12	41,05	T	5,95	NA	48,88	4,26	10,21	0,00
1769	795566,00	40,68	40,28	41,08	T	5,95	NA	48,88	4,26	10,21	0,00
1770	795885,13	40,45	40,01	40,89	T	5,95	NA	48,89	4,25	10,21	0,00
1771	796204,25	40,60	40,01	41,19	T	5,96	NA	48,85	4,26	10,21	0,00
1772	796523,38	40,34	39,74	40,94	T	5,96	NA	48,86	4,26	10,21	0,00
1773	796842,44	40,36	39,93	40,78	T	5,95	NA	48,88	4,26	10,21	0,00
1774	797161,56	40,16	39,76	40,57	T	5,96	NA	48,86	4,26	10,21	0,00
1775	797480,69	40,17	39,71	40,64	T	5,96	NA	48,86	4,26	10,21	0,00
1776	797799,81	39,90	39,29	40,50	T	5,96	NA	48,85	4,26	10,21	0,00
1777	798118,94	39,87	39,33	40,42	T	5,95	NA	48,87	4,26	10,21	0,00
1778	798438,06	39,92	39,29	40,55	T	5,96	NA	48,86	4,26	10,21	0,00
1779	798757,19	39,85	39,38	40,32	T	5,96	NA	48,87	4,26	10,21	0,00
1780	799076,31	39,63	39,09	40,18	T	5,96	NA	48,85	4,26	10,21	0,00
1781	799395,44	39,56	39,00	40,11	T	5,96	NA	48,85	4,26	10,21	0,00
1782	799714,56	39,65	39,17	40,13	T	5,96	NA	48,86	4,26	10,21	0,00
1783	800033,69	39,46	38,99	39,93	T	5,96	NA	48,86	4,26	10,21	0,00
1784	800352,81	39,47	38,95	39,99	T	5,95	NA	48,87	4,26	10,21	0,00
1785	800671,88	39,23	38,69	39,78	T	5,95	NA	48,88	4,26	10,21	0,00
1786	800991,00	39,30	38,80	39,80	T	5,95	NA	48,88	4,25	10,21	0,00
1787	801310,13	39,21	38,76	39,67	T	5,96	NA	48,86	4,26	10,21	0,00
1788	801629,25	38,99	38,50	39,48	T	5,95	NA	48,87	4,26	10,21	0,00
1789	801948,38	38,93	38,52	39,34	T	5,95	NA	48,87	4,26	10,21	0,00
1790	802267,50	38,91	38,43	39,38	T	5,95	NA	48,87	4,26	10,21	0,00
1791	802586,63	38,91	38,50	39,32	T	5,95	NA	48,88	4,26	10,21	0,00
1792	802905,75	38,04	36,73	39,36	T	5,85	NA	48,88	4,36	10,21	0,00
1793	803224,88	37,98	36,59	39,37	T	5,85	NA	48,88	4,36	10,21	0,00
1794	803544,00	38,53	37,98	39,08	T	5,96	NA	48,86	4,26	10,21	0,00
1795	803863,13	37,82	36,42	39,22	T	5,85	NA	48,86	4,36	10,21	0,00
1796	804182,25	37,76	36,42	39,11	T	5,85	NA	48,88	4,36	10,21	0,00
1797	804501,38	38,41	38,05	38,76	T	5,95	NA	48,87	4,26	10,21	0,00
1798	804820,44	37,52	36,37	38,67	T	5,85	NA	48,89	4,36	10,21	0,00
1799	805139,56	37,58	36,25	38,91	T	5,85	NA	48,86	4,36	10,21	0,00
1800	805458,69	37,42	36,25	38,59	T	5,85	NA	48,86	4,36	10,21	0,00
1801	805777,81	37,33	36,09	38,58	T	5,85	NA	48,88	4,36	10,21	0,00
1802	806096,94	37,31	36,07	38,54	T	5,85	NA	48,89	4,36	10,21	0,00
1803	806416,06	38,06	37,88	38,24	T	5,93	NA	48,87	4,28	10,21	0,00
1804	806735,19	37,96	37,51	38,42	T	5,96	NA	48,85	4,26	10,21	0,00
1805	807054,31	37,01	35,76	38,25	T	5,85	NA	48,87	4,36	10,21	0,00
1806	807373,44	37,95	37,62	38,28	T	5,95	NA	48,88	4,26	10,21	0,00
1807	807692,56	36,78	35,54	38,02	T	5,85	NA	48,89	4,36	10,21	0,00
1808	808011,69	36,77	35,69	37,86	T	5,85	NA	48,86	4,36	10,21	0,00
1809	808330,81	36,72	35,53	37,91	T	5,85	NA	48,86	4,36	10,21	0,00
1810	808649,88	36,52	35,44	37,60	T	5,88	NA	48,84	4,34	10,22	0,00
1811	808969,00	36,50	35,52	37,47	T	5,85	NA	48,86	4,36	10,21	0,00
1812	809288,13	36,40	35,44	37,36	T	5,87	NA	48,87	4,36	10,23	0,00
1813	809607,25	36,42	35,28	37,56	T	5,85	NA	48,86	4,36	10,21	0,00
1814	809926,38	36,37	35,22	37,51	T	5,87	NA	48,86	4,34	10,21	0,00
1815	810245,50	36,32	35,04	37,60	T	5,87	NA	48,86	4,34	10,21	0,00
1816	810564,63	37,11	36,70	37,51	T	5,95	NA	48,87	4,26	10,21	0,00
1817	810883,75	36,01	34,89	37,12	T	5,87	NA	48,87	4,34	10,21	0,00
1818	811202,88	36,01	34,82	37,21	T	5,87	NA	48,87	4,34	10,21	0,00
1819	811522,00	36,66	36,28	37,04	T	5,95	NA	48,87	4,26	10,21	0,00
1820	811841,13	36,68	36,33	37,04	T	5,95	NA	48,87	4,26	10,21	0,00
1821	812160,25	36,74	36,58	36,91	T	5,95	NA	48,87	4,26	10,21	0,00
1822	812479,38	36,72	36,44	37,00	T	5,96	NA	48,85	4,26	10,22	0,00
1823	812798,44	36,59	36,07	37,11	T	5,95	NA	48,87	4,26	10,21	0,00
1824	813117,56	36,44	36,00	36,89	T	5,95	NA	48,87	4,26	10,21	0,00
1825	813436,69	36,28	35,88	36,68	T	5,95	NA	48,88	4,26	10,21	0,00
1826	813755,81	36,22	35,91	36,52	T	5,95	NA	48,88	4,26	10,21	0,00
1827	814074,94	36,23	35,86	36,60	T	5,96	NA	48,87	4,26	10,21	0,00
1828	814394,06	36,05	35,85	36,25	T	5,95	NA	48,88	4,26	10,21	0,00
1829	814713,19	36,05	35,81	36,30	T	5,95	NA	48,87	4,26	10,21	0,00
1830	815032,31	35,86	35,51	36,22	T	5,95	NA	48,89	4,25	10,21	0,00
1831	815351,44	35,97	35,62	36,33	T	5,95	NA	48,89	4,25	10,21	0,00
1832	815670,56	35,73	35,47	36,00	T	5,95	NA	48,88	4,26	10,21	0,00
1833	815989,69	35,63	35,32	35,95	T	5,95	NA	48,88	4,26	10,21	0,00
1834	816308,81	35,47	35,23	35,71	T	5,95	NA	48,88	4,25	10,21	0,00
1835	816627,88	35,29	35,04	35,53	T	5,98	NA	48,86	4,26	10,23	0,00
1836	816947,00	35,41	34,97	35,84	T	5,96	NA	48,87	4,26	10,21	0,00
1837	817266,13	35,25	34,87	35,63	T	5,95	NA	48,88	4,26	10,21	0,00
1838	817585,25	35,05	34,68	35,42	T	5,95	NA	48,88	4,26	10,21	0,00
1839	817904,38	35,23	34,97	35,49	T	5,95	NA	48,87	4,26	10,21	0,00
1840	818223,50	35,03	34,72	35,33	T	5,95	NA	48,90	4,25	10,20	0,00
1841	818542,63	34,90	34,66	35,14	T	5,97	NA	48,88	4,26	10,23	0,00
1842	818861,75	34,81	34,48	35,14	T	5,95	NA	48,88	4,26	10,21	0,00
1843	819180,88	34,98	34,43	35,52	T	5,95	NA	48,87	4,26	10,21	0,00
1844	819500,00	34,77	34,47	35,07	T	5,95	NA	48,91	4,25	10,20	0,00
1845	819819,13	34,01	33,09	34,92	T	5,83	NA	48,91	4,38	10,20	0,00
1846	820138,25	34,56	34,28	34,85	T	5,95	NA	48,90	4,25	10,20	0,00
1847	820457,38	34,00	33,01	34,99	T	5,83	NA	48,87	4,38	10,21	0,00
1848	820776,44	34,36	34,13	34,58	T	5,97	NA	48,89	4,25	10,23	0,00
1849	821095,56	33,05	32,98	33,12	T	5,75	NA	48,89	4,38	10,12	0,00
1850	821414,69	33,73	32,86	34,59	T	5,83	NA	48,89	4,38	10,21	0,00
1851	821733,81	33,70	32,61	34,78	T	5,85	NA	48,90	4,36	10,20	0,00
1852	822052,94	33,55	32,72	34,37	T	5,85	NA	48,87	4,38	10,23	0,00
1853	822372,06	33,49	32,53	34,44	T	5,83	NA	48,90	4,38	10,20	0,00
1854	822691,19	33,40	32,57	34,22	T	5,85	NA	48,90	4,38	10,23	0,00
1855	823010,31	32,56	32,42	32,71	T	5,77	NA	48,88	4,38	10,15	0,00
1856	823329,44	32,40	32,10	32,69	T	5,75	NA	48,88	4,38	10,13	0,00
1857	823648,56	32,58	32,37	32,78	T	5,75	NA	48,90	4,38	10,12	0,00
1858	823967,69	33,23	32,26	34,21	T	5,83	NA	48,90	4,38	10,21	0,00
1859	824286,81	32,25	31,94	32,56	T	5,77	NA	48,90	4,38	10,14	0,00
1860	824605,88	32,28	31,94	32,63	T	5,75	NA	48,88	4,38	10,13	0,00
1861	824925,00	32,12	31,73	32,51	T	5,75	NA	48,88	4,38	10,13	0,00
1862	825244,13	32,12	31,82	32,42	T	5,77	NA	48,90	4,38	10,14	0,00
1863	825563,25	31,99	31,69	32,29	T	5,75	NA	48,88	4,38	10,13	0,00
1864	825882,38	31,89	31,72	32,07	T	5,77	NA	48,90	4,38	10,14	0,00
1865	826201,50	31,74	31,63	31,86	T	5,77	NA	48,89	4,38	10,15	0,00
1866	826520,63	31,73	31,43	32,03	T	5,79	NA	48,88	4,36	10,15	0,00
1867	826839,75	31,71	31,45	31,96	T	5,77	NA	48,90	4,36	10,12	0,00
1868	827158,88	32,31	31,36	33,25	T	5,83	NA	48,89	4,38	10,21	0,00
1869	827478,00	31,39	31,18	31,61	T	5,75	NA	48,90	4,38	10,12	0,00
1870	827797,13	32,14	31,04	33,24	T	5,83	NA	48,90	4,38	10,20	0,00
1871	828116,25	31,47	31,06	31,88	T	5,77	NA	48,90	4,38	10,14	0,00
1872	828435,38	31,84	30,92	32,77	T	5,83	NA	48,89	4,38	10,21	0,00
1873	828754,44	31,99	31,11	32,88	T	5,83	NA	48,88	4,38	10,21	0,00
1874	829073,56	31,65	30,52	32,78	T	5,83	NA	48,88	4,38	10,21	0,00
1875	829392,69	31,84	30,73	32,95	T	5,83	NA	48,90	4,38	10,21	0,00
1876	829711,81	31,68	30,54	32,82	T	5,83	NA	48,87	4,38	10,21	0,00
1877	830030,94	31,52	30,45	32,58	T	5,83	NA	48,89	4,38	10,21	0,00
1878	830350,06	31,77	31,04	32,49	T	5,83	NA	48,90	4,38	10,20	0,00
1879	830669,19	31,42	30,34	32,50	T	5,83	NA	48,89	4,38	10,21	0,00
1880	830988,31	31,34	30,30	32,38	T	5,83	NA	48,88	4,38	10,21	0,00
1881	831307,44	31,58	30,91	32,25	T	5,81	NA	48,91	4,40	10,20	0,00
1882	831626,56	31,54	30,80	32,27	T	5,81	NA	48,89	4,40	10,21	0,00
1883	831945,69	31,31	30,54	32,08	T	5,81	NA	48,90	4,40	10,20	0,00
1884	832264,81	30,68	30,52	30,83	T	5,75	NA	48,89	4,38	10,12	0,00
1885	832583,88	30,73	30,67	30,79	T	5,70	NA	48,91	4,40	10,10	0,00
1886	832903,00	30,55	30,34	30,76	T	5,70	NA	48,91	4,40	10,10	0,00
1887	833222,13	30,46	30,17	30,75	T	5,70	NA	48,91	4,40	10,10	0,00
1888	833541,25	31,04	30,11	31,97	T	5,81	NA	48,89	4,40	10,21	0,00
1889	833860,38	30,34	30,07	30,61	T	5,71	NA	48,90	4,40	10,10	0,00
1890	834179,50	30,17	29,80	30,54	T	5,71	NA	48,90	4,40	10,10	0,00
1891	834498,63	30,83	29,82	31,84	T	5,81	NA	48,90	4,40	10,20	0,00
1892	834817,75	30,13	29,81	30,45	T	5,71	NA	48,90	4,40	10,10	0,00
1893	835136,88	31,04	30,20	31,87	T	5,81	NA	48,89	4,40	10,21	0,00
1894	835456,00	30,98	30,23	31,74	T	5,81	NA	48,89	4,40	10,21	0,00
1895	835775,13	30,98	30,01	31,94	T	5,77	NA	48,89	4,42	10,19	0,00
1896	836094,25	30,81	29,90	31,73	T	5,79	NA	48,88	4,42	10,21	0,00
1897	836413,38	30,74	29,83	31,66	T	5,77	NA	48,91	4,42	10,18	0,00
1898	836732,44	30,84	29,82	31,86	T	5,77	NA	48,89	4,42	10,19	0,00
1899	837051,56	30,66	29,65	31,68	T	5,77	NA	48,89	4,42	10,19	0,00
1900	837370,69	30,63	29,43	31,83	T	5,79	NA	48,88	4,40	10,19	0,00
1901	837689,81	30,85	29,79	31,91	T	5,75	NA	48,90	4,44	10,18	0,00
1902	838008,94	30,56	29,84	31,28	T	5,75	NA	48,90	4,44	10,18	0,00
1903	838328,06	30,63	29,58	31,67	T	5,77	NA	48,90	4,42	10,18	0,00
1904	838647,19	30,49	29,49	31,50	T	5,75	NA	48,91	4,44	10,18	0,00
1905	838966,31	30,39	29,22	31,55	T	5,75	NA	48,89	4,44	10,19	0,00
1906	839285,44	30,52	29,39	31,66	T	5,75	NA	48,88	4,44	10,19	0,00
1907	839604,56	30,28	29,20	31,35	T	5,75	NA	48,88	4,44	10,19	0,00
1908	839923,69	30,38	29,45	31,32	T	5,71	NA	48,90	4,46	10,16	0,00
1909	840242,81	30,29	29,19	31,40	T	5,71	NA	48,90	4,46	10,16	0,00
1910	840561,88	30,34	29,27	31,41	T	5,71	NA	48,90	4,46	10,16	0,00
1911	840881,00	30,22	29,22	31,21	T	5,70	NA	48,92	4,46	10,16	0,00
1912	841200,13	29,93	28,99	30,87	T	5,70	NA	48,92	4,46	10,16	0,00
1913	841519,25	29,90	28,90	30,89	T	5,71	NA	48,90	4,46	10,16	0,00
1914	841838,38	29,49	29,33	29,65	T	5,58	NA	48,90	4,48	10,06	0,00
1915	842157,50	29,35	29,14	29,57	T	5,60	NA	48,91	4,48	10,08	0,00
1916	842476,63	29,33	29,16	29,50	T	5,58	NA	48,90	4,48	10,06	0,00
1917	842795,75	29,29	29,24	29,33	T	5,60	NA	48,89	4,46	10,06	0,00
1918	843114,88	29,22	28,97	29,47	T	5,56	NA	48,92	4,48	10,04	0,00
1919	843434,00	29,49	29,46	29,51	T	5,54	NA	48,90	4,50	10,04	0,00
1920	843753,13	29,34	29,26	29,43	T	5,54	NA	48,90	4,50	10,04	0,00
1921	844072,25	29,36	29,35	29,36	T	5,56	NA	48,90	4,48	10,04	0,00
1922	844391,38	29,57	29,78	29,35	T	5,50	NA	48,92	4,52	10,02	0,00
1923	844710,44	29,68	29,88	29,49	T	5,50	NA	48,90	4,52	10,02	0,00
1924	845029,56	29,53	29,61	29,45	T	5,52	NA	48,90	4,50	10,02	0,00
1925	845348,69	29,58	29,61	29,55	T	5,50	NA	48,91	4,52	10,02	0,00
1926	845667,81	29,67	29,94	29,39	T	5,48	NA	48,90	4,54	10,02	0,00
1927	845986,94	29,75	30,02	29,49	T	5,46	NA	48,89	4,54	10,00	0,00
1928	846306,06	29,66	29,92	29,40	T	5,48	NA	48,89	4,52	10,00	0,00
1929	846625,19	29,71	29,90	29,52	T	5,46	NA	48,88	4,54	10,00	0,00
1930	846944,31	29,66	29,87	29,45	T	5,48	NA	48,92	4,52	10,00	0,00
1931	847263,44	29,45	29,56	29,34	T	5,48	NA	48,91	4,52	10,00	0,00
1932	847582,56	29,83	30,03	29,62	T	5,44	NA	48,89	4,54	9,98	0,00
1933	847901,69	29,56	29,76	29,36	T	5,42	NA	48,91	4,56	9,98	0,00
1934	848220,81	29,64	29,80	29,49	T	5,44	NA	48,90	4,56	10,00	0,00
1935	848539,88	29,48	29,69	29,28	T	5,42	NA	48,88	4,56	9,98	0,00
1936	848859,00	29,55	29,65	29,44	T	5,42	NA	48,89	4,56	9,98	0,00
1937	849178,13	29,40	29,45	29,35	T	5,40	NA	48,89	4,56	9,96	0,00
1938	849497,25	29,29	29,27	29,30	T	5,42	NA	48,89	4,56	9,98	0,00
1939	849816,38	29,51	29,90	29,12	T	5,38	NA	48,90	4,58	9,96	0,00
1940	850135,50	29,20	29,04	29,37	T	5,40	NA	48,91	4,56	9,96	0,00
1941	850454,63	29,13	28,85	29,40	T	5,40	NA	48,92	4,56	9,95	0,00
1942	850773,75	29,50	29,52	29,49	T	5,38	NA	48,91	4,58	9,96	0,00
1943	851092,88	29,20	29,23	29,18	T	5,36	NA	48,90	4,58	9,94	0,00
1944	851412,00	29,26	29,40	29,12	T	5,36	NA	48,88	4,58	9,94	0,00
1945	851731,13	29,44	29,63	29,25	T	5,34	NA	48,91	4,60	9,94	0,00
1946	852050,25	30,20	29,72	30,68	T	5,42	NA	48,89	4,60	10,02	0,00
1947	852369,38	29,53	29,73	29,33	T	5,32	NA	48,89	4,60	9,92	0,00
1948	852688,44	29,41	29,55	29,27	T	5,34	NA	48,90	4,60	9,94	0,00
1949	853007,56	29,41	29,64	29,18	T	5,32	NA	48,89	4,60	9,92	0,00
1950	853326,69	29,34	29,56	29,12	T	5,32	NA	48,89	4,60	9,92	0,00
1951	853645,81	29,22	29,50	28,95	T	5,32	NA	48,87	4,60	9,92	0,00
1952	853964,94	30,34	31,50	29,18	T	5,40	NA	48,89	4,50	9,90	0,00
1953	854284,06	29,52	30,01	29,04	T	5,28	NA	48,90	4,62	9,90	0,00
1954	854603,19	29,53	30,07	28,99	T	5,28	NA	48,88	4,62	9,90	0,00
1955	854922,31	29,41	29,99	28,84	T	5,28	NA	48,88	4,62	9,90	0,00
1956	855241,44	29,62	30,13	29,11	T	5,28	NA	48,90	4,60	9,88	0,00
1957	855560,56	29,47	30,02	28,92	T	5,26	NA	48,90	4,62	9,88	0,00
1958	855879,69	29,68	30,37	28,99	T	5,27	NA	48,91	4,62	9,90	0,00
1959	856198,81	29,49	30,17	28,82	T	5,26	NA	48,88	4,62	9,88	0,00
1960	856517,88	29,51	30,09	28,94	T	5,28	NA	48,89	4,62	9,90	0,00
1961	856837,00	29,52	30,00	29,03	T	5,25	NA	48,92	4,62	9,87	0,00
1962	857156,13	29,48	29,95	29,02	T	5,26	NA	48,88	4,62	9,88	0,00
1963	857475,25	29,53	29,91	29,14	T	5,24	NA	48,89	4,62	9,86	0,00
1964	857794,38	29,61	30,19	29,02	T	5,24	NA	48,89	4,62	9,86	0,00
1965	858113,50	29,68	30,03	29,33	T	5,24	NA	48,88	4,62	9,86	0,00
1966	858432,63	29,72	30,45	28,99	T	5,21	NA	48,91	4,62	9,83	0,00
1967	858751,75	29,63	30,45	28,81	T	5,22	NA	48,89	4,62	9,84	0,00
1968	859070,88	29,59	30,30	28,87	T	5,22	NA	48,86	4,65	9,87	0,00
1969	859390,00	29,66	30,32	29,01	T	5,22	NA	48,89	4,64	9,86	0,00
1970	859709,13	29,58	30,36	28,80	T	5,21	NA	48,90	4,64	9,86	0,00
1971	860028,25	29,45	29,93	28,97	T	5,17	NA	48,90	4,64	9,82	0,00
1972	860347,38	29,39	30,01	28,78	T	5,17	NA	48,89	4,64	9,82	0,00
1973	860666,44	29,44	29,97	28,90	T	5,17	NA	48,89	4,64	9,82	0,00
1974	860985,56	29,49	30,10	28,88	T	5,17	NA	48,89	4,64	9,82	0,00
1975	861304,69	29,47	29,97	28,96	T	5,15	NA	48,90	4,64	9,80	0,00
1976	861623,81	29,36	29,78	28,93	T	5,15	NA	48,92	4,64	9,79	0,00
1977	861942,94	29,42	29,89	28,95	T	5,15	NA	48,88	4,64	9,80	0,00
1978	862262,06	29,40	29,86	28,95	T	5,18	NA	48,88	4,64	9,82	0,00
1979	862581,19	29,52	30,25	28,79	T	5,15	NA	48,89	4,64	9,80	0,00
1980	862900,31	29,56	30,27	28,85	T	5,13	NA	48,90	4,64	9,77	0,00
1981	863219,44	29,01	29,42	28,60	T	5,13	NA	48,89	4,64	9,78	0,00
1982	863538,56	29,03	29,31	28,76	T	5,13	NA	48,89	4,64	9,78	0,00
1983	863857,69	29,25	29,54	28,96	T	5,13	NA	48,89	4,64	9,78	0,00
1984	864176,81	28,95	29,26	28,65	T	5,13	NA	48,90	4,64	9,77	0,00
1985	864495,88	29,43	29,92	28,95	T	5,09	NA	48,92	4,66	9,75	0,00
1986	864815,00	29,42	29,85	28,98	T	5,09	NA	48,90	4,66	9,76	0,00
1987	865134,13	29,42	29,93	28,91	T	5,09	NA	48,89	4,66	9,76	0,00
1988	865453,25	29,23	29,65	28,81	T	5,13	NA	48,90	4,64	9,77	0,00
1989	865772,38	29,34	29,72	28,96	T	5,07	NA	48,88	4,66	9,74	0,00
1990	866091,50	28,76	28,75	28,78	T	5,09	NA	48,88	4,64	9,74	0,00
1991	866410,63	29,16	29,48	28,84	T	5,07	NA	48,91	4,66	9,73	0,00
1992	866729,75	29,30	29,61	28,98	T	5,07	NA	48,90	4,66	9,73	0,00
1993	867048,88	29,06	29,27	28,85	T	5,05	NA	48,89	4,66	9,71	0,00
1994	867368,00	28,91	29,13	28,69	T	5,05	NA	48,89	4,66	9,72	0,00
1995	867687,13	29,05	29,28	28,82	T	5,05	NA	48,88	4,66	9,72	0,00
1996	868006,25	29,01	29,30	28,73	T	5,05	NA	48,91	4,66	9,71	0,00
1997	868325,38	28,96	29,15	28,76	T	5,07	NA	48,88	4,64	9,72	0,00
1998	868644,44	28,90	28,95	28,86	T	5,05	NA	48,90	4,64	9,69	0,00
1999	868963,56	28,82	28,83	28,81	T	5,03	NA	48,89	4,66	9,70	0,00
2000	869282,69	28,78	28,86	28,70	T	5,03	NA	48,90	4,66	9,69	0,00
2001	869601,81	28,57	28,61	28,52	T	5,03	NA	48,88	4,66	9,70	0,00
2002	869920,94	28,50	28,56	28,44	T	5,03	NA	48,88	4,66	9,70	0,00
2003	870240,06	28,62	28,58	28,65	T	5,01	NA	48,91	4,66	9,67	0,00
2004	870559,19	28,45	28,33	28,58	T	5,01	NA	48,88	4,66	9,68	0,00
2005	870878,31	28,55	28,34	28,77	T	5,01	NA	48,90	4,66	9,67	0,00
2006	871197,44	28,47	28,25	28,69	T	5,01	NA	48,91	4,66	9,67	0,00
2007	871516,56	28,46	28,22	28,70	T	5,01	NA	48,92	4,66	9,67	0,00
2008	871835,69	28,28	28,04	28,52	T	4,99	NA	48,91	4,66	9,65	0,00
2009	872154,81	28,39	28,21	28,57	T	4,99	NA	48,90	4,66	9,65	0,00
2010	872473,88	28,36	28,08	28,65	T	4,99	NA	48,89	4,66	9,65	0,00
2011	872793,00	28,35	27,97	28,72	T	4,97	NA	48,91	4,66	9,63	0,00
2012	873112,13	28,25	27,88	28,63	T	4,97	NA	48,90	4,66	9,63	0,00
2013	873431,25	28,18	27,76	28,61	T	4,97	NA	48,89	4,66	9,63	0,00
2014	873750,38	28,03	27,60	28,46	T	4,97	NA	48,88	4,66	9,64	0,00
2015	874069,50	28,16	27,75	28,56	T	4,97	NA	48,89	4,66	9,63	0,00
2016	874388,63	28,06	27,74	28,38	T	4,95	NA	48,90	4,66	9,61	0,00
2017	874707,75	28,05	27,71	28,40	T	4,97	NA	48,92	4,64	9,61	0,00
2018	875026,88	28,00	27,45	28,54	T	4,95	NA	48,90	4,66	9,61	0,00
2019	875346,00	28,05	27,63	28,47	T	4,95	NA	48,90	4,66	9,61	0,00
2020	875665,13	28,05	27,49	28,60	T	4,93	NA	48,91	4,66	9,59	0,00
2021	875984,25	27,99	27,50	28,47	T	4,97	NA	48,91	4,64	9,61	0,00
2022	876303,38	28,30	28,09	28,51	T	4,91	NA	48,90	4,68	9,59	0,00
2023	876622,44	27,85	27,43	28,27	T	4,93	NA	48,91	4,66	9,59	0,00
2024	876941,56	27,85	27,21	28,48	T	4,91	NA	48,90	4,66	9,57	0,00
2025	877260,69	28,22	27,92	28,52	T	4,89	NA	48,89	4,68	9,57	0,00
2026	877579,81	28,19	27,75	28,63	T	4,89	NA	48,90	4,68	9,57	0,00
2027	877898,94	28,14	27,76	28,52	T	4,91	NA	48,89	4,68	9,59	0,00
2028	878218,06	27,71	26,87	28,54	T	4,91	NA	48,91	4,66	9,57	0,00
2029	878537,19	28,06	27,59	28,53	T	4,87	NA	48,91	4,68	9,55	0,00
2030	878856,31	28,09	27,59	28,59	T	4,89	NA	48,90	4,66	9,55	0,00
2031	879175,44	27,76	27,44	28,08	T	4,87	NA	48,91	4,68	9,55	0,00
2032	879494,56	28,01	27,23	28,78	T	4,85	NA	48,90	4,68	9,53	0,00
2033	879813,69	27,96	27,32	28,60	T	4,87	NA	48,91	4,68	9,55	0,00
2034	880132,81	27,77	27,16	28,38	T	4,85	NA	48,90	4,68	9,53	0,00
2035	880451,88	27,83	27,24	28,43	T	4,85	NA	48,90	4,68	9,53	0,00
2036	880771,00	27,85	27,17	28,53	T	4,85	NA	48,90	4,68	9,53	0,00
2037	881090,13	27,87	27,15	28,59	T	4,85	NA	48,89	4,68	9,53	0,00
2038	881409,25	27,85	27,26	28,45	T	4,85	NA	48,91	4,68	9,53	0,00
2039	881728,38	27,68	27,07	28,30	T	4,83	NA	48,89	4,68	9,51	0,00
2040	882047,50	27,75	26,96	28,53	T	4,81	NA	48,89	4,68	9,49	0,00
2041	882366,63	27,71	26,88	28,54	T	4,83	NA	48,88	4,68	9,51	0,00
2042	882685,75	27,64	26,74	28,54	T	4,80	NA	48,91	4,68	9,49	0,00
2043	883004,88	27,60	26,71	28,49	T	4,81	NA	48,89	4,68	9,49	0,00
2044	883324,00	27,31	26,23	28,39	T	4,83	NA	48,89	4,64	9,47	0,00
2045	883643,13	27,53	26,58	28,48	T	4,79	NA	48,90	4,68	9,47	0,00
2046	883962,25	27,64	26,69	28,59	T	4,81	NA	48,89	4,66	9,47	0,00
2047	884281,38	27,37	26,40	28,34	T	4,79	NA	48,90	4,68	9,47	0,00
2048	884600,44	27,59	26,67	28,51	T	4,78	NA	48,92	4,68	9,46	0,00
2049	884919,56	27,40	26,32	28,49	T	4,78	NA	48,91	4,68	9,47	0,00
2050	885238,69	27,49	26,63	28,35	T	4,76	NA	48,91	4,68	9,45	0,00
2051	885557,81	27,35	26,31	28,40	T	4,76	NA	48,91	4,68	9,45	0,00
2052	885876,94	27,35	26,30	28,40	T	4,76	NA	48,90	4,68	9,45	0,00
2053	886196,06	27,37	26,21	28,53	T	4,74	NA	48,90	4,68	9,43	0,00
2054	886515,19	27,37	26,31	28,42	T	4,76	NA	48,92	4,66	9,42	0,00
2055	886834,31	27,26	26,13	28,39	T	4,74	NA	48,90	4,68	9,43	0,00
2056	887153,44	27,22	26,12	28,31	T	4,74	NA	48,91	4,68	9,43	0,00
2057	887472,56	27,27	26,11	28,43	T	4,72	NA	48,91	4,68	9,40	0,00
2058	887791,69	27,20	26,06	28,33	T	4,74	NA	48,91	4,66	9,41	0,00
2059	888110,81	27,17	26,06	28,29	T	4,74	NA	48,92	4,66	9,40	0,00
2060	888429,88	27,10	25,95	28,26	T	4,72	NA	48,93	4,68	9,40	0,00
2061	888749,00	27,17	25,92	28,43	T	4,72	NA	48,92	4,66	9,38	0,00
2062	889068,13	26,99	25,77	28,22	T	4,70	NA	48,92	4,68	9,38	0,00
2063	889387,25	27,09	25,83	28,35	T	4,70	NA	48,89	4,68	9,39	0,00
2064	889706,38	26,97	25,84	28,10	T	4,72	NA	48,91	4,66	9,38	0,00
2065	890025,50	26,97	25,73	28,21	T	4,72	NA	48,91	4,66	9,38	0,00
2066	890344,63	27,11	25,82	28,40	T	4,68	NA	48,91	4,68	9,36	0,00
2067	890663,75	26,88	25,47	28,30	T	4,68	NA	48,90	4,68	9,37	0,00
2068	890982,88	26,83	25,53	28,13	T	4,68	NA	48,92	4,68	9,36	0,00
2069	891302,00	26,96	25,44	28,47	T	4,66	NA	48,89	4,68	9,35	0,00
2070	891621,13	26,90	25,58	28,21	T	4,68	NA	48,91	4,66	9,34	0,00
